,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_rajada,radiacao,precipitacao,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind,vento_vel
211,5,27.0,80,23.3,1010.4,5.1,-2.17,0.0,0.3000000000000007,2,0.6999999999999993,0.6000000000000227,2.3999999999999995,103
212,4,26.8,78,22.6,1011.0,5.0,-3.07,0.0,0.3999999999999986,1,0.5999999999999979,0.3999999999999773,4.0,113
213,3,27.2,78,23.1,1011.4,5.8,-2.19,0.0,0.1999999999999993,2,0.3999999999999986,0.5,4.1,111
214,2,27.4,79,23.4,1011.9,6.0,-1.99,0.0,0.5999999999999979,1,0.6000000000000014,0.10000000000002274,3.6,99
215,1,26.9,79,23.0,1012.0,3.3,-3.48,0.0,0.3999999999999986,3,0.3999999999999986,0.2999999999999545,1.9,99
216,0,26.9,78,22.7,1011.8,3.6,-3.54,0.0,0.5,2,0.5,0.3999999999999773,2.2,91
217,1,26.6,79,22.6,1012.0,4.0,-3.54,0.0,0.5,2,0.3000000000000007,0.20000000000004547,2.8,94
218,2,26.0,80,22.2,1012.0,3.9,-3.54,0.0,0.8000000000000007,2,0.5,0.20000000000004547,3.4,111
219,3,25.1,84,22.3,1011.5,1.7,-3.54,0.0,0.8999999999999986,4,0.3999999999999986,0.6000000000000227,1.4,174
220,4,24.4,88,22.3,1011.0,1.0,-3.29,0.0,0.8000000000000007,4,0.3999999999999986,0.6000000000000227,0.9,161
221,5,24.3,89,22.5,1010.6,0.7,-2.73,0.0,0.3000000000000007,2,0.3000000000000007,0.3999999999999773,0.6,199
222,6,24.5,90,22.7,1010.4,0.8,-1.66,0.0,0.1999999999999993,1,0.3000000000000007,0.20000000000004547,0.8,213
223,7,24.2,90,22.5,1010.2,1.1,-2.5,0.0,0.5,1,0.3999999999999986,0.1999999999999318,1.0,169
224,8,23.9,90,22.1,1010.3,1.0,-2.48,0.0,0.4000000000000021,0,0.3999999999999986,0.2999999999999545,0.8,189
225,9,24.0,91,22.4,1010.6,1.4,7.271,0.0,0.1999999999999993,1,0.3999999999999986,0.3000000000000682,1.0,181
226,10,26.1,82,22.8,1011.0,2.6,290.9,0.0,2.1000000000000014,9,1.1999999999999993,0.5,1.2000000000000002,177
227,11,27.8,70,21.8,1011.7,5.5,915.5,0.0,2.0,13,1.400000000000002,0.7999999999999545,3.0,140
228,12,29.0,60,20.4,1012.0,7.7,1352.0,0.0,1.3999999999999986,13,2.1000000000000014,0.2999999999999545,4.9,157
229,13,30.0,54,19.8,1011.6,7.2,1921.0,0.0,1.0,7,2.1999999999999997,0.3999999999999773,4.2,180
230,14,30.9,51,19.6,1011.2,6.6,2211.0,0.0,1.3000000000000007,7,2.099999999999998,0.3999999999999773,3.9,182
231,15,30.4,52,19.4,1010.8,6.6,1955.0,0.0,1.6000000000000014,6,1.8000000000000007,0.40000000000009095,3.7,136
232,16,31.3,53,20.5,1010.2,6.8,1524.0,0.0,1.5,9,2.6999999999999997,0.5999999999999089,3.7,110
233,17,30.7,58,21.5,1009.4,7.1,1941.0,0.0,2.099999999999998,10,1.5,0.8000000000000682,4.199999999999998,104
234,18,31.0,57,21.5,1009.0,7.1,1728.0,0.0,1.5,4,1.6999999999999993,0.5,4.4,106
235,19,29.3,64,21.9,1009.2,7.3,1038.0,0.0,1.6999999999999993,7,1.3999999999999986,0.20000000000004547,3.9,100
236,20,28.5,71,22.7,1009.5,8.0,620.4,0.0,0.8000000000000007,7,0.8999999999999986,0.3999999999999773,4.9,111
237,21,27.7,76,23.0,1010.1,7.7,61.26,0.0,0.8000000000000007,5,0.3999999999999986,0.6000000000000227,4.4,109
238,22,27.2,77,22.8,1010.4,9.2,-3.07,0.0,0.5,2,0.3000000000000007,0.3999999999999773,5.6,109
239,23,27.2,75,22.4,1010.9,8.9,-2.82,0.0,0.1999999999999993,2,0.4000000000000021,0.5,5.9,110
240,0,27.4,76,22.8,1011.4,7.8,-2.21,0.0,0.3000000000000007,3,0.6000000000000014,0.5,4.6,110
241,1,26.9,79,22.8,1011.4,8.6,-3.06,0.2,0.8999999999999986,4,0.3999999999999986,0.10000000000002274,5.4,107
242,2,26.8,75,22.0,1011.3,8.4,-1.42,0.0,0.3000000000000007,5,0.9000000000000021,0.10000000000002274,5.9,103
243,3,27.2,75,22.3,1010.9,7.0,-1.66,0.0,0.5,2,0.2999999999999972,0.3999999999999773,4.4,103
244,4,26.9,70,21.0,1010.2,10.0,-2.63,0.0,0.5999999999999979,5,1.400000000000002,0.6999999999999318,6.3,100
245,5,26.9,70,21.0,1009.6,8.3,-2.57,0.0,0.1999999999999993,3,0.6000000000000014,0.6000000000000227,5.4,119
246,6,26.8,70,20.7,1009.4,7.3,-2.13,0.0,0.3000000000000007,3,0.7999999999999972,0.3000000000000682,5.199999999999998,121
247,7,26.7,70,20.9,1009.6,7.7,-2.47,0.0,0.3000000000000007,3,0.7999999999999972,0.3000000000000682,4.2,122
248,8,23.8,79,20.0,1009.9,9.6,-3.1,0.0,3.1999999999999997,13,0.8000000000000007,0.3999999999999773,8.5,126
249,9,24.1,81,20.7,1010.3,2.3,1.846,0.0,0.3000000000000007,3,0.6999999999999993,0.3999999999999773,1.4,190
250,10,25.7,77,21.5,1010.9,2.1,206.6,0.0,1.599999999999998,6,1.1000000000000014,0.6000000000000227,1.4,182
251,11,28.0,69,21.7,1011.6,5.2,785.7,0.0,2.3000000000000007,8,1.1000000000000014,0.7000000000000455,2.8000000000000003,170
252,12,29.5,60,20.9,1011.8,7.9,1313.0,0.0,1.6000000000000014,10,1.599999999999998,0.1999999999999318,5.0,167
253,13,30.2,55,20.1,1011.7,7.9,1876.0,0.0,1.5,9,2.0,0.1999999999999318,5.0,155
254,14,30.2,54,19.7,1011.2,7.2,1532.0,0.0,1.0,5,1.6999999999999993,0.5,4.0,166
255,15,30.4,55,20.3,1010.5,7.5,1449.0,0.0,0.8999999999999986,6,1.6000000000000014,0.7000000000000455,5.2,143
256,16,30.2,58,21.2,1009.8,6.8,1221.0,0.0,1.1999999999999993,8,1.6999999999999993,0.7000000000000455,3.9,102
257,17,29.3,60,20.8,1009.5,7.7,1223.0,0.0,1.3999999999999986,4,1.1999999999999993,0.3999999999999773,4.300000000000002,102
258,18,29.7,61,21.5,1009.0,7.7,781.8,0.0,1.0,5,1.099999999999998,0.5,5.1,98
259,19,29.3,63,21.5,1008.8,6.7,967.4,0.0,1.1999999999999993,5,1.8000000000000007,0.2999999999999545,4.1,93
260,20,27.7,74,22.6,1009.3,9.9,461.4,0.0,1.6000000000000014,12,1.3000000000000007,0.5,6.6000000000000005,110
261,21,27.5,73,22.2,1009.5,9.2,40.8,0.0,0.4000000000000021,3,0.7999999999999972,0.2999999999999545,5.799999999999999,109
262,22,27.1,75,22.2,1010.1,9.1,-3.22,0.0,0.3999999999999986,6,0.7999999999999972,0.6000000000000227,4.8,98
263,23,25.5,86,23.0,1011.1,9.1,-3.28,0.4,1.6999999999999993,17,1.8999999999999984,1.0,5.4,93
264,0,24.9,88,22.7,1011.5,7.8,-2.27,0.0,0.7000000000000028,2,0.5,0.3999999999999773,4.5,101
265,1,24.4,91,22.9,1011.5,7.3,-1.16,8.8,0.7999999999999972,3,0.3999999999999986,0.2999999999999545,4.1,102
266,2,24.6,91,22.9,1011.4,9.4,-0.11,1.8,0.3000000000000007,0,0.3000000000000007,0.3000000000000682,6.9,120
267,3,24.2,91,22.6,1011.4,8.8,0.2,2.2,0.4000000000000021,0,0.3999999999999986,0.2999999999999545,5.500000000000001,107
268,4,24.3,91,22.7,1010.9,8.8,-0.15,0.2,0.1999999999999993,0,0.1999999999999993,0.6000000000000227,6.9,129
269,5,23.4,91,21.9,1010.8,7.1,-0.18,10.2,0.9000000000000021,1,0.8000000000000007,0.3999999999999773,5.5,74
270,6,22.3,92,21.0,1011.0,11.9,1.517,15.4,1.099999999999998,1,1.0,1.0,8.7,76
271,7,22.2,93,20.9,1010.9,7.0,1.317,6.0,0.4000000000000021,1,0.3000000000000007,0.20000000000004547,6.5,47
272,8,22.7,93,21.4,1011.3,2.6,1.5490000000000002,0.8,0.5,0,0.5,0.3999999999999773,1.6,124
273,9,22.2,93,21.0,1011.7,5.8,4.672,3.8,0.5999999999999979,1,0.5,0.40000000000009095,5.1,150
274,10,22.3,93,21.1,1012.5,3.0,60.8,5.4,0.3999999999999986,0,0.3999999999999986,0.7999999999999545,2.3,173
275,11,22.7,93,21.5,1012.7,4.0,197.3,6.4,0.6000000000000014,1,0.7000000000000028,0.3999999999999773,3.0,227
276,12,23.8,91,22.3,1012.8,3.3,571.1,0.4,1.1000000000000014,2,0.8000000000000007,0.2999999999999545,1.7999999999999998,209
277,13,24.3,90,22.5,1012.7,3.1,639.2,2.6,0.5,3,0.8000000000000007,0.1999999999999318,2.0,187
278,14,26.9,78,22.7,1012.1,5.7,1605.0,0.0,3.0,13,1.400000000000002,0.6000000000000227,3.6,138
279,15,27.1,72,21.7,1011.1,7.9,1524.0,0.0,0.8999999999999986,8,1.5,1.0,5.1000000000000005,134
280,16,26.9,76,22.4,1010.6,7.9,1047.0,0.0,0.5,4,1.1000000000000014,0.5,5.2,101
281,17,27.2,73,21.9,1009.9,7.7,745.5,0.0,0.9000000000000021,9,1.3999999999999986,0.7000000000000455,5.1,125
282,18,27.1,76,22.4,1009.4,7.3,697.1,0.0,0.5,6,0.8000000000000007,0.5,4.199999999999998,108
283,19,26.5,80,22.8,1009.6,7.3,369.6,0.0,0.7000000000000028,5,0.5,0.20000000000004547,5.3,108
284,20,26.3,78,22.1,1010.2,6.2,214.7,0.0,0.3000000000000007,2,0.7999999999999972,0.6000000000000227,4.1,94
285,21,26.0,81,22.6,1010.6,4.4,21.02,0.0,0.3000000000000007,4,0.8000000000000007,0.3999999999999773,3.1000000000000005,77
286,22,26.1,83,23.0,1011.1,4.4,-1.62,0.0,0.20000000000000284,2,0.3999999999999986,0.5,2.6000000000000005,83
287,23,26.0,82,22.7,1011.8,4.7,-2.04,0.0,0.20000000000000284,2,0.3000000000000007,0.6999999999999318,3.5,84
288,0,26.0,83,22.9,1012.2,4.3,-1.43,0.0,0.20000000000000284,1,0.2999999999999972,0.40000000000009095,2.8,100
289,1,25.6,84,22.6,1012.2,3.7,-0.91,0.4,0.3999999999999986,2,0.3999999999999986,0.2999999999999545,2.5,91
290,2,25.1,88,23.0,1012.1,3.7,-1.9,0.0,0.7000000000000028,4,0.6000000000000014,0.20000000000004547,2.9000000000000004,100
291,3,23.8,91,22.3,1011.8,6.6,0.457,4.6,1.3999999999999986,3,1.1000000000000014,0.7000000000000455,5.5,153
292,4,23.9,92,22.5,1011.3,5.7,0.196,1.0,0.1999999999999993,1,0.1999999999999993,0.5,4.8,145
293,5,23.6,91,22.1,1010.6,5.9,1.626,0.8,0.3999999999999986,1,0.5,0.6999999999999318,4.9,142
294,6,23.8,92,22.3,1010.2,3.3,1.671,0.0,0.1999999999999993,1,0.1999999999999993,0.3999999999999773,1.9,202
295,7,23.8,92,22.3,1010.1,3.6,1.356,0.2,0.1999999999999993,0,0.3000000000000007,0.2999999999999545,2.4000000000000004,174
296,8,23.9,92,22.5,1010.6,2.5,1.652,1.0,0.2999999999999972,0,0.3000000000000007,0.5,2.2,92
297,9,24.0,92,22.7,1010.9,5.0,10.39,7.0,0.20000000000000284,0,0.3000000000000007,0.3999999999999773,3.4,181
298,10,24.4,92,23.1,1011.4,4.1,118.3,7.8,0.5,1,0.4000000000000021,0.5,3.2,151
299,11,24.6,92,23.2,1012.4,4.8,298.5,6.6,0.5,1,0.6000000000000014,1.0,3.2,142
300,12,26.3,88,24.2,1012.7,4.8,1013.0,0.4,1.7999999999999972,4,1.3000000000000007,0.3000000000000682,2.9,172
301,13,27.7,74,22.6,1012.4,6.4,1094.0,0.0,2.1000000000000014,15,2.0,0.3000000000000682,4.1000000000000005,129
302,14,26.1,86,23.6,1012.1,7.4,755.1,0.8,2.1999999999999997,14,1.3999999999999986,0.2999999999999545,6.1000000000000005,109
303,15,28.1,77,23.7,1011.3,6.0,1387.0,0.0,2.0,12,1.6000000000000014,0.8000000000000682,3.4,116
304,16,28.2,73,22.8,1010.8,7.6,1468.0,0.6,2.5,15,2.5,0.5999999999999089,4.6,108
305,17,25.0,90,23.2,1010.1,7.9,515.8,5.2,4.0,19,1.099999999999998,0.6999999999999318,7.5,171
306,18,28.5,74,23.4,1009.7,6.1,1407.0,0.0,3.899999999999999,18,2.1000000000000014,0.3999999999999773,3.3999999999999995,88
307,19,27.8,78,23.6,1009.6,6.2,980.0,0.0,1.1999999999999993,4,1.2000000000000028,0.20000000000004547,3.3000000000000003,82
308,20,26.7,82,23.4,1010.2,7.0,420.7,0.0,1.1999999999999993,6,0.7000000000000028,0.6000000000000227,4.5,100
309,21,26.4,84,23.4,1010.4,6.7,42.96,0.0,0.3000000000000007,2,0.3000000000000007,0.2999999999999545,4.800000000000002,93
310,22,24.3,91,22.8,1011.6,7.1,-1.04,14.0,2.099999999999998,7,1.0,1.2000000000000457,4.5,100
311,23,23.6,92,22.3,1012.5,7.2,3.404,18.4,0.8000000000000007,1,0.6999999999999993,1.0,6.7,117
312,0,24.1,92,22.7,1012.9,6.0,3.037,1.6,0.8999999999999986,1,0.8000000000000007,0.5,3.6,139
313,1,23.6,92,22.2,1013.3,6.5,3.5,3.6,0.5,0,0.5,0.3999999999999773,4.8,135
314,2,23.6,92,22.3,1013.2,6.3,3.584,4.8,0.1999999999999993,0,0.1999999999999993,0.1999999999999318,4.1,155
315,3,23.8,93,22.6,1012.7,5.3,4.077,7.0,0.2999999999999972,1,0.3000000000000007,0.5,4.3,134
316,4,23.7,93,22.5,1012.2,7.9,4.9430000000000005,4.8,0.2999999999999972,1,0.3000000000000007,0.5,6.5,121
317,5,23.5,93,22.2,1011.8,4.3,6.224,8.6,0.1999999999999993,0,0.3000000000000007,0.40000000000009095,2.8,122
318,6,23.1,93,21.9,1011.0,3.0,7.174,5.6,0.3999999999999986,0,0.3999999999999986,0.7999999999999545,2.9,154
319,7,23.4,93,22.2,1010.6,3.0,7.49,1.0,0.3999999999999986,0,0.4000000000000021,0.3999999999999773,1.6,164
320,8,23.5,93,22.3,1011.0,3.5,6.472,0.0,0.20000000000000284,0,0.10000000000000142,0.3999999999999773,2.4,166
321,9,23.6,92,22.3,1011.8,4.0,7.516,0.4,0.10000000000000142,1,0.0,0.7999999999999545,2.3,156
322,10,23.8,92,22.5,1013.0,5.0,33.88,0.0,0.1999999999999993,0,0.1999999999999993,1.2000000000000457,3.2,152
323,11,23.7,91,22.2,1013.3,5.5,140.3,1.8,0.10000000000000142,1,0.3000000000000007,0.3999999999999773,4.1,160
324,12,24.4,91,22.8,1013.6,4.0,344.3,0.2,0.6999999999999993,0,0.6999999999999993,0.5,3.0,137
325,13,25.9,82,22.7,1013.4,4.7,874.7,0.2,1.7000000000000028,9,1.1000000000000014,0.20000000000004547,2.3000000000000003,144
326,14,27.0,75,22.2,1012.7,7.3,1313.0,0.0,1.7000000000000028,10,1.2999999999999972,0.6999999999999318,4.199999999999998,139
327,15,27.5,74,22.4,1012.0,8.8,1175.0,0.0,1.2999999999999972,6,0.9000000000000021,0.7000000000000455,5.000000000000001,115
328,16,28.6,69,22.4,1011.2,8.0,1678.0,0.0,1.7000000000000028,7,1.3000000000000007,0.7999999999999545,4.3,110
329,17,28.4,66,21.6,1010.5,9.3,1423.0,0.0,0.6999999999999993,7,1.3999999999999986,0.7000000000000455,5.000000000000001,122
330,18,29.2,66,22.1,1010.0,10.8,1632.0,0.0,1.099999999999998,7,1.1000000000000014,0.5,7.200000000000001,124
331,19,27.9,70,21.9,1010.3,8.6,1021.0,0.0,1.7000000000000028,7,1.5,0.2999999999999545,5.3,108
332,20,26.7,77,22.2,1010.8,7.9,332.9,0.0,1.1999999999999993,7,0.5,0.5,5.2,115
333,21,26.1,80,22.3,1011.2,6.6,33.74,0.0,0.6999999999999993,4,0.1999999999999993,0.5,4.4,123
334,22,25.6,82,22.2,1011.7,5.0,-3.35,0.0,0.6000000000000014,3,0.1999999999999993,0.5,3.2,130
335,23,25.3,83,22.1,1012.4,4.3,-3.4,0.0,0.5,2,0.3000000000000007,0.6999999999999318,3.3,138
336,0,25.3,81,21.8,1012.8,3.9,-2.59,0.0,0.2999999999999972,2,0.4000000000000021,0.3999999999999773,2.9,115
337,1,25.5,79,21.6,1012.8,4.9,-3.16,0.0,0.5999999999999979,4,0.6000000000000014,0.2999999999999545,3.6000000000000005,116
338,2,26.3,77,21.9,1012.4,6.5,-1.18,0.0,0.8999999999999986,4,0.5,0.3999999999999773,4.4,115
339,3,26.4,77,22.1,1012.2,5.7,-1.98,0.0,0.3000000000000007,1,0.3000000000000007,0.1999999999999318,3.5,120
340,4,26.3,75,21.5,1011.7,6.0,-0.94,0.0,0.3000000000000007,4,0.6000000000000014,0.5,4.2,133
341,5,26.0,77,21.6,1011.1,5.1,-1.79,0.0,0.3999999999999986,2,0.1999999999999993,0.6000000000000227,3.6,149
342,6,25.2,78,21.1,1010.8,5.5,-3.39,0.0,0.8000000000000007,1,0.5999999999999979,0.40000000000009095,3.5,135
343,7,24.1,82,20.8,1010.9,4.6,-3.52,0.0,1.1999999999999993,4,0.6999999999999993,0.10000000000002274,3.7,159
344,8,23.9,83,20.8,1010.9,3.8,-3.35,0.0,0.3000000000000007,2,0.4000000000000021,0.20000000000004547,2.7,155
345,9,24.4,82,21.0,1011.3,4.2,7.362999999999999,0.0,0.5999999999999979,2,0.3999999999999986,0.3999999999999773,2.8000000000000003,163
346,10,25.2,77,20.9,1011.8,3.6,296.6,0.0,0.8999999999999986,5,0.3999999999999986,0.5,1.5,170
347,11,27.3,69,21.1,1012.5,5.4,893.1,0.0,2.1000000000000014,9,0.6999999999999993,0.7000000000000455,3.1000000000000005,141
348,12,28.5,61,20.3,1012.8,7.4,1289.0,0.0,1.3999999999999986,10,1.099999999999998,0.2999999999999545,4.0,146
349,13,30.0,57,20.4,1012.6,8.1,1941.0,0.0,1.900000000000002,8,1.0,0.2999999999999545,4.8,132
350,14,31.3,53,20.6,1012.0,10.3,2319.0,0.0,2.1000000000000014,7,1.8000000000000007,0.6000000000000227,7.000000000000001,124
351,15,30.5,57,20.9,1011.5,10.0,2565.0,0.0,1.1999999999999993,8,1.6999999999999993,0.5,5.9,102
352,16,30.2,58,20.9,1010.8,9.0,2254.0,0.0,0.8000000000000007,5,1.1999999999999993,0.7000000000000455,5.3,106
353,17,29.9,57,20.6,1010.2,9.4,1998.0,0.0,0.7999999999999972,4,1.1999999999999993,0.5999999999999089,5.1000000000000005,106
354,18,29.4,60,20.7,1010.0,9.5,1717.0,0.0,1.0,6,1.7000000000000028,0.20000000000004547,5.3,105
355,19,28.7,66,21.7,1010.2,8.8,1273.0,0.0,0.8000000000000007,7,1.1999999999999993,0.3000000000000682,5.1000000000000005,114
356,20,27.8,70,21.9,1010.6,7.5,678.2,0.0,1.099999999999998,6,0.5999999999999979,0.5,4.2,110
357,21,27.0,76,22.4,1011.2,7.7,77.32,0.0,0.8999999999999986,6,0.5,0.6000000000000227,5.0,104
358,22,26.7,78,22.5,1011.7,6.2,-3.5,0.0,0.5,2,0.3000000000000007,0.5,4.2,104
359,23,26.5,81,23.0,1012.2,5.4,-3.52,0.0,0.5,3,0.6000000000000014,0.5,3.8,105
360,0,25.4,87,23.1,1012.7,6.9,-3.3,0.2,1.8999999999999984,8,0.8999999999999986,0.5,4.7,116
361,1,25.3,87,22.9,1013.0,5.0,-1.9,0.4,0.5999999999999979,3,0.4000000000000021,0.2999999999999545,4.1,138
362,2,24.8,88,22.8,1012.8,5.6,-3.13,0.8,0.6999999999999993,1,0.6000000000000014,0.3000000000000682,3.7,108
363,3,25.2,88,23.2,1012.5,6.8,-0.15,0.0,0.3999999999999986,2,0.5,0.3999999999999773,4.8,110
364,4,24.3,90,22.6,1011.9,7.8,-0.29,3.2,1.1999999999999993,2,0.8999999999999986,0.7000000000000455,7.2,144
365,5,24.4,91,22.9,1011.2,7.2,0.034,3.6,0.3000000000000007,1,0.3999999999999986,0.6999999999999318,4.5,123
366,6,24.3,91,22.7,1010.8,8.1,1.777,2.0,0.1999999999999993,0,0.1999999999999993,0.40000000000009095,6.699999999999998,133
367,7,24.3,91,22.7,1010.7,3.8,1.5490000000000002,0.0,0.09999999999999787,0,0.1999999999999993,0.09999999999990904,3.3,149
368,8,24.1,91,22.5,1011.1,3.4,0.805,0.0,0.3000000000000007,0,0.3000000000000007,0.5,2.4,152
369,9,23.9,89,22.0,1011.4,3.9,11.68,0.0,0.3000000000000007,2,0.6000000000000014,0.2999999999999545,2.8,160
370,10,25.2,81,21.7,1012.2,4.0,314.9,0.0,1.3000000000000007,8,0.5999999999999979,0.8000000000000682,2.2,158
371,11,26.5,73,21.3,1012.7,6.3,916.0,0.0,1.3000000000000007,9,0.8000000000000007,0.5,3.4,129
372,12,28.1,67,21.3,1013.1,6.2,1311.0,0.0,1.5,8,0.9000000000000021,0.3999999999999773,3.9,134
373,13,29.1,63,21.4,1012.9,7.3,1966.0,0.0,1.2999999999999972,6,1.3000000000000007,0.20000000000004547,4.6,132
374,14,29.6,59,20.8,1012.5,8.5,1419.0,0.0,2.200000000000003,9,1.1999999999999993,0.5,5.2,104
375,15,28.6,67,21.9,1011.8,7.9,1455.0,0.0,1.5,10,2.099999999999998,0.7000000000000455,4.7,123
376,16,26.9,76,22.3,1011.3,8.2,1018.0,0.6,2.9000000000000017,16,2.6999999999999997,0.5999999999999089,5.199999999999998,166
377,17,28.4,67,21.6,1010.3,5.7,1090.0,0.0,2.3000000000000007,12,1.1999999999999993,1.0,3.7,115
378,18,28.1,68,21.7,1009.9,6.8,962.9,0.0,1.6000000000000014,7,2.200000000000003,0.3999999999999773,5.0,122
379,19,28.1,68,21.6,1010.1,5.7,635.1,0.0,0.2999999999999972,4,0.8000000000000007,0.20000000000004547,4.2,131
380,20,27.5,72,21.9,1010.7,4.6,208.5,0.0,0.6999999999999993,4,0.5,0.6000000000000227,2.7,124
381,21,27.0,75,22.1,1011.5,4.4,30.83,0.0,0.5,4,0.3000000000000007,0.7999999999999545,2.5000000000000004,127
382,22,26.0,80,22.4,1012.1,4.5,-2.63,0.0,1.0,5,0.8999999999999986,0.6000000000000227,4.1,134
383,23,25.9,79,22.1,1012.6,5.3,-1.38,0.0,0.4000000000000021,3,0.5999999999999979,0.5,4.3,141
384,23,25.4,85,22.6,1012.6,1.5,-2.23,0.0,0.1999999999999993,2,0.3000000000000007,0.8000000000000682,0.8,130
385,0,25.3,83,22.3,1013.4,4.9,-1.26,0.0,0.5999999999999979,5,0.5,0.7999999999999545,2.4000000000000004,170
386,1,23.9,88,21.9,1013.3,5.9,-2.05,0.2,1.400000000000002,5,0.8000000000000007,0.2999999999999545,5.4,194
387,2,23.6,89,21.7,1013.4,5.0,-0.39,0.8,0.3999999999999986,1,0.4000000000000021,0.3999999999999773,3.6,130
388,3,23.4,90,21.7,1012.3,3.3,-1.27,0.8,0.20000000000000284,1,0.1999999999999993,1.1000000000000227,3.0,190
389,4,23.6,91,22.1,1011.9,3.1,-1.17,0.0,0.3000000000000007,1,0.4000000000000021,0.3999999999999773,2.0,183
390,5,23.5,91,22.0,1011.6,4.6,0.138,0.2,0.3999999999999986,0,0.3000000000000007,0.3999999999999773,3.2,132
391,6,23.3,92,21.9,1011.3,3.5,0.193,0.8,0.3000000000000007,1,0.1999999999999993,0.3000000000000682,2.6,125
392,7,23.4,92,22.0,1011.2,4.7,1.591,0.6,0.09999999999999787,0,0.20000000000000284,0.1999999999999318,3.2,135
393,8,23.1,92,21.8,1011.1,4.0,1.156,0.6,0.2999999999999972,0,0.1999999999999993,0.1999999999999318,3.6,162
394,9,23.3,92,21.9,1011.3,2.2,9.396,0.2,0.1999999999999993,0,0.1999999999999993,0.1999999999999318,1.0000000000000002,177
395,10,23.8,92,22.4,1011.9,2.4,118.7,0.0,0.6999999999999993,0,0.7000000000000028,0.6000000000000227,2.2,158
396,11,24.9,90,23.2,1012.5,2.8,369.2,0.0,1.099999999999998,2,0.8000000000000007,0.6000000000000227,1.2999999999999998,180
397,12,26.9,78,22.7,1012.8,4.2,1054.0,0.0,2.3000000000000007,14,1.1999999999999993,0.2999999999999545,2.4000000000000004,154
398,13,27.8,71,22.1,1012.6,6.8,1450.0,0.0,1.1999999999999993,7,1.3000000000000007,0.2999999999999545,3.9,160
399,14,28.3,67,21.7,1012.5,6.8,956.6,0.0,1.099999999999998,6,1.5,0.10000000000002274,4.199999999999998,151
400,15,27.8,68,21.5,1012.0,6.7,752.5,0.0,1.6999999999999993,6,1.6000000000000014,0.5,5.1,146
401,16,27.5,71,21.8,1011.6,4.8,1143.0,0.0,2.1999999999999997,9,1.1000000000000014,0.5,2.9,130
402,17,25.9,86,23.5,1010.9,6.5,796.6,1.8,4.300000000000002,23,2.1000000000000014,0.7000000000000455,6.3,184
403,18,28.0,72,22.4,1010.4,3.8,921.0,0.0,2.1000000000000014,15,1.7000000000000028,0.5,2.6,159
404,19,27.7,72,22.2,1010.5,3.9,767.2,0.0,1.3999999999999986,6,1.3000000000000007,0.10000000000002274,2.7,129
405,20,27.2,72,21.8,1010.9,5.2,548.1,0.0,1.1999999999999993,4,1.1000000000000014,0.3999999999999773,2.7,92
406,21,26.0,80,22.2,1011.1,5.2,53.08,0.0,1.400000000000002,8,0.5,0.3000000000000682,4.1,125
407,22,25.4,83,22.3,1011.8,2.7,-2.5,0.0,0.6999999999999993,4,0.3999999999999986,0.6999999999999318,2.4000000000000004,132
408,23,26.4,80,22.7,1012.1,4.4,-1.94,0.0,0.1999999999999993,2,0.3000000000000007,0.8000000000000682,2.9000000000000004,121
409,0,25.4,86,22.9,1013.2,1.3,0.209,0.0,0.09999999999999787,1,0.2999999999999972,0.6000000000000227,1.2,169
410,1,25.2,87,22.9,1013.5,1.1,-0.12,0.0,0.2999999999999972,1,0.09999999999999787,0.2999999999999545,1.1,144
411,2,24.9,89,22.9,1013.4,1.5,-0.35,0.0,0.3000000000000007,2,0.1999999999999993,0.20000000000004547,0.6,185
412,3,24.6,90,22.9,1012.9,2.2,-2.03,0.0,0.3999999999999986,1,0.1999999999999993,0.5,1.0000000000000002,177
413,4,24.5,90,22.7,1012.4,2.5,-1.45,0.0,0.3000000000000007,0,0.3000000000000007,0.6000000000000227,2.0,174
414,5,24.2,91,22.6,1011.8,1.6,-1.31,0.0,0.3000000000000007,1,0.3000000000000007,0.6000000000000227,0.9000000000000001,177
415,6,24.2,91,22.7,1011.5,2.6,-1.26,0.0,0.3000000000000007,1,0.1999999999999993,0.2999999999999545,1.5,168
416,7,24.0,91,22.5,1011.4,4.0,0.179,0.0,0.1999999999999993,0,0.1999999999999993,0.10000000000002274,2.5,171
417,8,23.7,91,22.2,1011.5,3.2,-0.59,0.0,0.4000000000000021,0,0.3000000000000007,0.20000000000004547,1.9,174
418,9,23.8,91,22.3,1012.1,3.1,5.6960000000000015,0.0,0.1999999999999993,0,0.1999999999999993,0.6000000000000227,1.8,179
419,10,25.0,89,23.1,1012.7,3.6,230.6,0.0,1.1999999999999993,2,0.8999999999999986,0.6000000000000227,1.8,190
420,11,25.8,83,22.6,1013.4,4.9,417.5,0.0,1.0,6,0.7999999999999972,0.6999999999999318,2.7,164
421,12,26.0,84,23.1,1013.9,4.9,602.6,0.2,0.3999999999999986,4,0.8000000000000007,0.5,3.3000000000000003,176
422,13,29.4,70,23.4,1013.6,4.9,1358.0,0.0,3.6999999999999993,16,1.7000000000000028,0.3999999999999773,3.3000000000000003,131
423,14,29.3,70,23.4,1013.1,5.8,1470.0,0.0,2.3999999999999986,12,1.3999999999999986,0.5,3.6,148
