,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_rajada,radiacao,precipitacao,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind,vento_vel
849,1,26.6,74,21.6,1013.0,4.8,-3.33,0.0,0.3000000000000007,2,0.2999999999999972,0.20000000000004547,2.7,96
850,2,26.1,77,21.6,1013.0,4.7,-3.42,0.0,0.5999999999999979,3,0.1999999999999993,0.20000000000004547,3.3000000000000003,101
851,3,25.8,78,21.7,1012.7,4.0,-3.48,0.0,0.5,2,0.2999999999999972,0.3999999999999773,2.5,103
852,4,25.4,80,21.6,1012.3,3.5,-3.54,0.0,0.5,2,0.3000000000000007,0.5,2.6,108
853,5,25.0,81,21.6,1011.9,2.8,-3.52,0.0,0.5,2,0.3000000000000007,0.3999999999999773,2.1,124
854,6,24.0,86,21.5,1012.0,2.2,-3.42,0.0,1.0,5,0.4000000000000021,0.10000000000002274,1.6,170
855,7,23.7,88,21.5,1012.2,1.5,-3.32,0.0,0.3999999999999986,2,0.20000000000000284,0.20000000000004547,0.8,193
856,8,23.6,88,21.4,1012.5,1.7,-3.27,0.0,0.2999999999999972,1,0.3000000000000007,0.2999999999999545,0.8999999999999999,194
857,9,23.4,89,21.4,1012.6,1.9,1.482,0.0,0.6000000000000014,1,0.3999999999999986,0.10000000000002274,0.7999999999999998,193
858,10,24.8,86,22.3,1012.9,1.9,164.6,0.0,1.5,3,1.1000000000000014,0.2999999999999545,1.7,182
859,11,24.8,84,21.9,1013.5,4.3,313.2,0.6,1.0,5,0.7000000000000028,0.6000000000000227,2.1,182
860,12,26.1,87,23.7,1013.8,4.8,627.9,0.6,1.7000000000000028,5,1.6999999999999993,0.2999999999999545,3.2,159
861,13,27.4,76,22.9,1013.5,3.9,819.7,0.0,1.6000000000000014,11,0.9000000000000021,0.3999999999999773,2.3,123
862,14,29.2,65,21.8,1013.0,7.9,1755.0,0.0,2.099999999999998,15,2.1000000000000014,0.5,3.9,111
863,15,29.8,60,21.3,1012.3,8.4,1683.0,0.0,1.400000000000002,7,1.3000000000000007,0.7000000000000455,4.300000000000002,100
864,7,24.7,82,21.3,1012.0,2.9,-1.77,0.2,0.6000000000000014,6,0.6000000000000014,0.3999999999999773,1.9,155
865,17,29.8,59,20.9,1010.7,8.1,2122.0,0.0,0.8999999999999986,4,1.3000000000000007,0.5999999999999089,4.199999999999998,98
866,18,29.2,61,20.9,1010.7,8.0,1608.0,0.0,1.3000000000000007,6,1.3000000000000007,0.1999999999999318,4.3,81
867,19,28.7,64,21.2,1011.0,7.8,1441.0,0.0,0.9000000000000021,5,1.0,0.3999999999999773,4.5,87
868,20,27.4,68,21.0,1011.2,7.0,654.4,0.0,1.6000000000000014,7,0.7999999999999972,0.20000000000004547,4.5,81
869,21,26.7,72,21.3,1011.5,6.4,70.48,0.0,0.6999999999999993,4,0.4000000000000021,0.3999999999999773,3.7,77
870,22,25.9,75,21.2,1011.8,5.5,-3.54,0.0,0.8000000000000007,3,0.4000000000000021,0.2999999999999545,4.4,87
871,23,25.1,80,21.4,1012.4,4.3,-3.54,0.0,1.2000000000000028,6,0.3999999999999986,0.6000000000000227,3.4,99
872,6,25.3,76,20.8,1011.7,3.9,-2.52,0.0,0.8000000000000007,2,0.4000000000000021,0.1999999999999318,2.7,106
873,5,25.9,74,21.0,1011.9,4.4,-2.46,0.0,0.3000000000000007,2,0.3000000000000007,0.3999999999999773,3.0000000000000004,96
874,4,26.1,74,21.1,1012.3,3.5,-1.01,0.0,1.1000000000000014,4,0.3999999999999986,0.40000000000009095,2.0,93
875,3,25.1,77,20.9,1012.7,3.2,-3.04,0.0,0.6999999999999993,3,0.5,0.1999999999999318,3.0,67
876,2,25.1,78,20.9,1012.8,3.2,-3.53,0.0,0.5,3,0.3000000000000007,0.1999999999999318,2.5,78
877,1,25.4,75,20.8,1012.9,4.5,-3.54,0.0,0.6000000000000014,3,0.3999999999999986,0.5,3.9,84
878,0,25.9,74,21.0,1012.4,4.0,-3.54,0.0,0.3999999999999986,3,0.4000000000000021,0.7000000000000455,2.6,83
879,15,29.5,59,20.7,1012.2,7.7,1842.0,0.0,1.400000000000002,5,1.5,0.3999999999999773,3.6000000000000005,93
880,14,28.5,62,20.5,1012.6,7.3,1338.0,0.0,1.900000000000002,9,1.3000000000000007,0.3999999999999773,3.7,113
881,13,27.8,68,21.3,1013.0,6.9,856.5,0.0,1.0,4,0.9000000000000021,0.20000000000004547,3.2,100
882,12,27.2,69,21.0,1012.9,5.7,865.9,0.0,1.6000000000000014,11,1.8000000000000007,0.2999999999999545,2.7,114
883,11,26.2,78,22.1,1012.6,2.6,437.7,0.0,1.599999999999998,9,1.0,0.3999999999999773,1.6,131
884,10,24.6,86,22.1,1012.2,2.4,160.2,0.0,1.099999999999998,4,0.6000000000000014,0.20000000000004547,1.9,173
885,9,23.6,90,21.9,1012.0,2.4,1.064,0.0,0.3000000000000007,2,0.5,0.10000000000002274,1.4,181
886,8,23.6,88,21.5,1011.9,2.9,-3.53,0.0,1.099999999999998,6,0.3999999999999986,0.2999999999999545,2.9,169
887,16,30.0,57,20.6,1011.3,9.9,1976.0,0.0,1.3000000000000007,6,1.1999999999999993,0.900000000000091,6.2,104
888,16,29.8,54,19.4,1012.3,9.9,2288.0,0.0,1.0,6,1.6000000000000014,0.8000000000000682,5.4,114
889,0,25.1,80,21.5,1013.3,2.8,-3.54,0.0,0.6000000000000014,2,0.4000000000000021,0.8999999999999773,2.0,89
890,1,25.6,78,21.5,1013.7,2.7,-3.53,0.0,0.6999999999999993,3,0.3999999999999986,0.40000000000009095,1.7000000000000002,69
891,2,25.7,77,21.5,1013.9,3.7,-3.53,0.0,0.4000000000000021,2,0.3000000000000007,0.1999999999999318,2.6,81
892,3,26.2,75,21.4,1013.7,4.4,-2.6,0.0,0.5999999999999979,3,0.20000000000000284,0.1999999999999318,2.4000000000000004,87
893,4,26.1,75,21.4,1013.3,4.4,-1.06,0.0,0.3999999999999986,2,0.1999999999999993,0.40000000000009095,3.4000000000000004,92
894,5,25.7,77,21.5,1013.0,3.8,-2.45,0.0,0.5999999999999979,3,0.3000000000000007,0.3999999999999773,2.7,102
895,6,25.4,80,21.6,1013.0,5.3,-2.02,0.0,0.4000000000000021,3,0.3999999999999986,0.20000000000004547,4.1,117
896,7,24.7,85,22.0,1012.7,2.8,-3.2,0.0,0.6999999999999993,5,0.5,0.3999999999999773,2.2,194
897,8,24.2,88,22.1,1013.0,2.7,-2.61,0.2,0.7999999999999972,3,0.1999999999999993,0.2999999999999545,1.8000000000000005,209
898,9,23.3,89,21.4,1013.4,4.2,-0.24,1.8,0.8999999999999986,2,0.8000000000000007,0.3999999999999773,2.1,185
899,10,23.6,90,22.0,1013.6,3.9,124.6,1.6,0.6000000000000014,2,0.6999999999999993,0.40000000000009095,3.2,119
900,11,26.2,82,22.8,1014.1,4.5,921.9,0.0,2.5,9,1.1999999999999993,0.5,2.5,159
901,12,27.1,75,22.3,1014.2,5.9,1362.0,0.0,2.1999999999999997,10,1.8999999999999984,0.20000000000004547,3.4000000000000004,160
902,13,27.5,74,22.5,1014.2,7.8,712.3,0.0,1.3000000000000007,5,0.8000000000000007,0.1999999999999318,5.5,138
903,14,29.4,60,20.7,1014.0,8.7,2174.0,0.0,2.6999999999999997,15,2.1000000000000014,0.3000000000000682,4.9,117
904,15,29.8,59,21.0,1013.1,8.8,2189.0,0.0,1.2000000000000028,5,1.1999999999999993,0.8999999999999773,4.700000000000001,114
905,17,30.1,52,19.3,1011.6,10.4,2060.0,0.0,0.6000000000000014,4,1.1999999999999993,0.6999999999999318,6.6000000000000005,112
906,18,29.3,59,20.4,1011.3,9.9,1742.0,0.0,0.9000000000000021,7,1.599999999999998,0.40000000000009095,5.0,91
907,19,28.5,64,20.9,1011.1,9.1,1332.0,0.0,1.1000000000000014,7,1.3000000000000007,0.2999999999999545,5.3,101
908,20,27.7,68,21.4,1011.4,9.9,734.6,0.0,1.0,6,0.8000000000000007,0.2999999999999545,6.7,97
909,21,26.7,73,21.5,1011.7,6.9,106.8,0.0,1.0,5,0.5,0.3000000000000682,4.2,103
910,22,26.7,75,21.9,1012.4,5.3,-3.54,0.0,0.3999999999999986,3,0.5,0.6999999999999318,2.6,96
911,23,26.9,74,22.0,1013.1,7.5,-2.61,0.0,0.5,3,0.3000000000000007,0.7000000000000455,4.1,99
912,15,30.5,50,19.1,1012.9,8.4,2240.0,0.0,1.3000000000000007,7,2.1000000000000014,0.7000000000000455,5.0,126
913,16,30.0,54,19.6,1011.8,9.5,2385.0,0.0,1.2000000000000028,9,2.599999999999998,1.1000000000000227,4.7,91
914,17,29.8,50,18.2,1011.2,9.5,2080.0,0.0,0.8999999999999986,5,1.6999999999999993,0.5999999999999089,5.6,104
915,18,29.3,54,19.0,1011.0,8.9,1766.0,0.0,0.8999999999999986,6,1.400000000000002,0.3000000000000682,4.5,100
916,19,28.4,60,19.9,1011.0,9.1,1373.0,0.0,1.0,7,1.1999999999999993,0.10000000000002274,4.3,93
917,20,27.3,67,20.7,1011.2,9.1,772.8,0.0,1.1999999999999993,10,1.8000000000000007,0.20000000000004547,4.5,87
918,21,26.2,73,21.0,1011.7,8.0,113.7,0.0,1.1999999999999993,6,0.3999999999999986,0.5,6.2,96
919,22,25.8,75,21.1,1012.3,4.5,-3.54,0.0,0.5,3,0.3000000000000007,0.5999999999999089,3.1,96
920,23,25.3,79,21.3,1012.8,3.6,-3.54,0.0,0.5999999999999979,4,0.2999999999999972,0.5,3.0,93
921,0,27.0,73,21.8,1013.7,7.4,-2.84,0.0,0.1999999999999993,2,0.4000000000000021,0.6000000000000227,4.2,105
922,1,26.7,73,21.5,1014.0,9.3,-2.11,0.0,0.4000000000000021,2,0.5,0.2999999999999545,6.300000000000002,109
923,2,25.7,80,21.9,1013.9,8.5,-3.43,0.0,1.1000000000000014,7,0.3999999999999986,0.20000000000004547,4.7,102
924,3,25.8,79,21.9,1013.4,11.6,-1.11,0.4,1.0,6,0.9000000000000021,0.6000000000000227,8.399999999999999,120
925,4,25.4,77,21.0,1013.3,11.6,-1.9,0.0,0.5,3,0.8000000000000007,0.2999999999999545,7.5,113
926,5,25.3,78,21.3,1012.9,9.0,-3.46,0.0,0.6000000000000014,3,0.3999999999999986,0.5,6.2,129
927,6,23.9,88,21.8,1012.7,8.2,-2.33,2.0,1.8999999999999984,11,0.9000000000000021,0.2999999999999545,6.699999999999998,142
928,7,23.9,88,21.8,1012.7,3.5,-0.92,0.0,0.09999999999999787,1,0.09999999999999787,0.20000000000004547,2.0,156
929,8,23.7,87,21.5,1013.4,3.4,-0.32,0.0,0.1999999999999993,1,0.3000000000000007,0.6999999999999318,1.9,175
930,9,23.4,86,20.9,1013.5,3.6,3.988,0.0,0.4000000000000021,1,0.6000000000000014,0.20000000000004547,2.6,146
931,10,24.9,80,21.1,1014.1,4.2,227.8,0.0,1.5,7,0.5,0.6000000000000227,2.3000000000000003,162
932,11,26.5,71,20.9,1014.3,7.3,938.7,0.0,1.6000000000000014,9,0.8999999999999986,0.2999999999999545,4.5,156
933,12,27.8,62,19.9,1014.4,9.1,1301.0,0.0,1.3999999999999986,10,1.400000000000002,0.20000000000004547,6.199999999999998,155
934,13,28.4,60,19.8,1014.2,7.7,1760.0,0.0,1.1999999999999993,7,1.6999999999999993,0.1999999999999318,4.5,137
935,14,29.6,55,19.6,1013.6,7.6,2002.0,0.0,1.5,7,1.900000000000002,0.6000000000000227,5.1,137
936,0,25.5,78,21.5,1013.3,2.3,-3.45,0.0,0.4000000000000021,2,0.4000000000000021,0.5,1.4,88
937,1,25.8,77,21.5,1013.5,3.7,-3.35,0.0,0.4000000000000021,2,0.20000000000000284,0.20000000000004547,2.2,99
938,17,30.7,52,19.9,1009.6,8.0,1752.0,0.0,1.400000000000002,10,2.5,0.8999999999999773,5.5,106
939,18,29.7,55,19.5,1009.6,7.4,1774.0,0.0,1.8000000000000007,4,1.8999999999999984,0.10000000000002274,3.6000000000000005,105
940,19,28.8,57,19.4,1009.5,7.3,1360.0,0.0,1.1999999999999993,5,1.1999999999999993,0.20000000000004547,3.5,96
941,20,28.0,63,20.2,1009.9,6.6,757.6,0.0,1.0,6,0.6999999999999993,0.5,4.4,95
942,21,26.8,72,21.4,1010.6,5.5,124.4,0.0,1.1999999999999993,10,1.2999999999999972,0.7000000000000455,3.4,85
943,22,26.9,71,21.1,1010.9,5.3,-3.39,0.0,0.2999999999999972,2,0.5,0.2999999999999545,3.1,96
944,23,26.5,74,21.4,1011.8,4.7,-2.83,0.0,0.3999999999999986,3,0.5,0.8999999999999773,3.1,98
945,16,31.3,47,18.6,1010.4,7.3,1707.0,0.0,1.599999999999998,7,1.5,1.1000000000000227,5.0,149
946,15,30.1,53,19.4,1011.5,7.4,1976.0,0.0,2.200000000000003,7,2.1000000000000014,1.1000000000000227,4.300000000000002,168
947,14,30.2,52,19.3,1012.6,7.8,2135.0,0.0,1.8000000000000007,6,1.8000000000000007,0.7000000000000455,4.8,152
948,13,29.4,52,18.4,1013.2,7.8,1923.0,0.0,1.5,6,1.3000000000000007,0.1999999999999318,4.699999999999998,162
949,12,28.4,56,18.7,1013.4,7.8,1268.0,0.0,1.2999999999999972,14,2.5,0.3000000000000682,4.699999999999998,145
950,11,27.1,69,21.0,1013.3,5.7,945.8,0.0,2.1000000000000014,10,0.8999999999999986,0.2999999999999545,3.4000000000000004,147
951,10,24.9,79,21.1,1013.0,3.5,232.6,0.0,1.5,7,0.5999999999999979,0.7000000000000455,2.0,174
952,9,23.4,86,21.0,1012.4,2.5,-0.07,0.0,0.5,2,0.4000000000000021,0.40000000000009095,1.7,158
953,8,23.3,87,21.0,1012.7,2.3,-3.54,0.0,0.5,3,0.3000000000000007,0.6000000000000227,0.9999999999999998,185
954,7,23.8,84,21.0,1012.1,1.7,-2.16,0.0,0.5,1,0.4000000000000021,0.20000000000004547,1.2999999999999998,198
955,6,23.7,84,20.9,1012.2,1.5,-3.28,0.0,1.3999999999999986,9,0.3999999999999986,0.3999999999999773,1.2,190
956,5,25.0,76,20.5,1012.6,3.6,-3.52,0.0,0.3999999999999986,1,0.3000000000000007,0.3999999999999773,3.1,170
957,4,25.4,75,20.6,1013.0,4.4,-3.54,0.0,0.5999999999999979,2,0.3999999999999986,0.5,3.3000000000000003,105
958,3,25.9,74,20.9,1013.4,5.7,-3.43,0.0,0.5,4,0.7000000000000028,0.20000000000004547,3.6,100
959,2,26.0,77,21.5,1013.6,4.5,-3.36,0.0,0.3999999999999986,1,0.3000000000000007,0.20000000000004547,2.7,99
960,4,24.8,79,20.9,1011.5,5.2,-1.68,0.0,0.5,2,0.7000000000000028,0.2999999999999545,3.6,134
961,23,25.8,79,21.9,1011.1,3.5,-2.98,0.0,0.2999999999999972,2,0.5,0.7000000000000455,2.2,116
962,22,25.8,79,21.8,1010.4,4.9,-3.53,0.0,0.6999999999999993,4,0.4000000000000021,0.6999999999999318,3.7,114
963,21,26.5,75,21.7,1009.7,7.2,88.21,0.0,1.1000000000000014,8,0.8000000000000007,0.6000000000000227,4.9,95
964,20,27.5,67,20.9,1009.1,8.5,764.7,0.0,1.1000000000000014,8,1.3000000000000007,0.3999999999999773,5.0,98
965,19,28.4,60,19.9,1008.7,8.9,1354.0,0.0,1.1000000000000014,4,1.1000000000000014,0.1999999999999318,4.4,100
966,18,29.3,56,19.8,1008.8,9.7,1736.0,0.0,0.9000000000000021,5,1.1999999999999993,0.3000000000000682,6.4,103
967,17,29.7,57,20.1,1009.1,9.6,2124.0,0.0,0.6000000000000014,5,1.2000000000000028,0.6000000000000227,5.6,104
968,16,29.8,57,20.4,1009.7,9.6,2334.0,0.0,0.8000000000000007,4,1.2999999999999972,1.0,5.4,104
969,15,29.7,59,20.8,1010.7,8.6,1340.0,0.0,2.8000000000000007,14,1.900000000000002,0.6999999999999318,5.0,120
970,14,29.6,61,21.4,1011.4,8.4,2089.0,0.0,2.1999999999999997,17,3.1000000000000014,0.6000000000000227,4.5,115
971,13,27.6,74,22.6,1012.0,7.0,1514.0,0.0,2.8000000000000007,18,2.0,0.20000000000004547,3.8,122
972,12,25.7,91,24.2,1012.1,5.2,581.8,1.0,2.6999999999999997,2,3.0,0.3999999999999773,3.9,131
973,11,23.0,89,21.1,1012.0,6.9,203.7,2.8,2.1000000000000014,5,1.8999999999999984,0.8999999999999773,4.9,109
974,10,24.8,88,22.6,1011.2,2.2,192.7,0.0,1.1000000000000014,3,1.0,0.5,1.2000000000000002,183
975,9,23.7,89,21.7,1010.9,1.7,1.461,0.6,0.3999999999999986,4,0.3999999999999986,0.2999999999999545,1.2,151
976,8,23.9,85,21.3,1010.6,1.4,-1.11,0.0,0.3999999999999986,2,0.5999999999999979,0.3000000000000682,1.1,153
977,7,23.8,84,20.9,1010.4,1.4,-2.98,0.0,0.3999999999999986,2,0.20000000000000284,0.10000000000002274,0.7999999999999999,213
978,6,24.0,83,20.9,1010.5,2.8,-2.71,0.0,0.5,3,0.2999999999999972,0.2999999999999545,2.4,200
979,5,24.4,80,20.8,1010.8,4.3,-1.53,0.0,0.4000000000000021,2,0.1999999999999993,0.7000000000000455,2.8,185
980,3,25.3,80,21.6,1011.8,6.0,-0.75,0.0,0.1999999999999993,5,1.1999999999999993,0.7000000000000455,4.0,118
981,2,25.5,85,22.8,1012.3,5.3,-2.95,0.2,1.0,7,0.5,0.20000000000004547,3.5,107
982,1,26.4,78,22.4,1012.5,6.9,-2.54,0.0,0.5,3,0.3999999999999986,0.20000000000004547,4.4,102
983,0,26.8,76,22.1,1012.3,5.5,-2.55,0.0,0.3000000000000007,2,0.7000000000000028,0.5,3.5,97
984,1,26.0,78,21.8,1011.4,5.0,-2.95,0.0,0.1999999999999993,2,0.3999999999999986,0.20000000000004547,2.8,102
985,0,26.1,79,22.1,1011.4,3.2,-2.44,0.0,0.5,1,0.3000000000000007,0.3999999999999773,1.8000000000000005,109
986,23,26.6,75,21.9,1011.1,7.8,-3.52,0.0,0.1999999999999993,2,0.4000000000000021,0.6000000000000227,4.699999999999998,101
987,22,26.6,77,22.2,1010.5,7.6,-3.54,0.0,0.1999999999999993,2,0.1999999999999993,0.6000000000000227,4.9,104
988,21,26.7,75,22.0,1009.9,8.5,117.0,0.0,0.9000000000000021,7,0.8000000000000007,0.3999999999999773,5.3,100
989,20,27.6,69,21.3,1009.5,8.8,781.8,0.0,1.0,5,0.6000000000000014,0.3999999999999773,4.700000000000001,99
990,19,28.6,64,21.2,1009.1,9.8,1377.0,0.0,0.8999999999999986,8,1.6999999999999993,0.10000000000002274,5.200000000000001,98
991,18,29.0,59,20.1,1009.0,9.8,1770.0,0.0,1.1000000000000014,7,1.3000000000000007,0.2999999999999545,5.000000000000001,110
992,17,29.8,54,19.6,1009.3,10.5,2101.0,0.0,1.099999999999998,6,2.3000000000000007,0.7000000000000455,6.0,108
993,16,30.0,54,19.8,1010.0,11.2,2143.0,0.0,1.5,7,1.6999999999999993,0.7000000000000455,6.299999999999999,116
994,15,30.4,53,19.6,1010.7,12.1,2299.0,0.0,1.8000000000000007,9,2.1999999999999997,0.6999999999999318,7.699999999999998,126
995,14,28.7,60,20.1,1011.4,10.8,1928.0,0.0,2.0,8,2.1000000000000014,0.5,6.300000000000002,123
996,13,28.8,61,20.4,1011.9,8.8,1627.0,0.0,1.900000000000002,10,1.5,0.20000000000004547,5.200000000000001,139
997,12,27.7,70,21.7,1011.9,7.9,1147.0,0.0,1.5,7,1.0,0.2999999999999545,4.5,139
998,11,26.7,74,21.7,1011.7,6.9,859.5,0.0,2.3999999999999986,11,0.6999999999999993,0.40000000000009095,4.0,166
999,10,24.3,85,21.6,1011.3,5.0,135.5,0.0,0.8000000000000007,2,0.4000000000000021,0.6999999999999318,2.6,182
1000,9,23.5,87,21.2,1010.7,3.7,0.185,0.0,0.3999999999999986,3,0.5,0.5,1.9,180
1001,8,23.7,84,20.9,1010.2,2.7,-2.73,0.0,0.4000000000000021,2,0.4000000000000021,0.1999999999999318,1.2000000000000002,172
1002,7,23.4,85,20.7,1010.1,2.3,-3.54,0.0,1.1000000000000014,5,0.10000000000000142,0.3000000000000682,1.2999999999999998,183
1003,6,24.5,80,20.8,1009.8,4.5,-3.51,0.0,0.8999999999999986,5,0.3999999999999986,0.20000000000004547,3.7,179
1004,5,25.4,76,20.7,1010.0,5.4,-3.37,0.0,0.5999999999999979,1,0.6000000000000014,0.2999999999999545,3.9,143
1005,4,25.8,76,21.3,1010.3,5.4,-3.51,0.0,0.1999999999999993,5,1.0,0.6000000000000227,3.3000000000000003,116
1006,3,25.9,80,22.1,1010.9,4.9,-3.3,0.0,0.3000000000000007,2,0.20000000000000284,0.6000000000000227,3.3000000000000003,125
1007,2,25.9,79,22.0,1011.4,5.3,-3.05,0.0,0.1999999999999993,2,0.3999999999999986,0.20000000000004547,3.8,114
