,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_rajada,radiacao,precipitacao,vento_vel,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind
1550,14,29.5,53,18.9,1013.7,9.5,1849.0,0.0,147,1.3000000000000007,6,1.5,0.5,5.9
1551,15,30.3,54,20.0,1012.9,10.3,2192.0,0.0,109,1.7000000000000028,5,1.3999999999999986,0.8999999999999773,6.4
1552,16,29.9,52,18.9,1012.0,9.3,1778.0,0.0,104,1.6999999999999993,7,1.2999999999999972,1.0,4.700000000000001
1553,17,29.3,55,19.5,1011.3,10.3,2097.0,0.0,107,1.4000000000000021,4,1.1000000000000014,0.7000000000000455,5.300000000000001
1554,18,29.7,51,18.6,1010.8,11.3,1692.0,0.0,101,1.3000000000000007,8,1.7000000000000028,0.5,7.1000000000000005
1555,19,29.1,54,18.9,1010.5,10.0,1394.0,0.0,100,0.7999999999999972,5,0.8999999999999986,0.39999999999997726,5.6
1556,20,27.9,63,20.3,1010.9,9.9,801.8,0.0,90,1.3000000000000007,9,1.4000000000000021,0.39999999999997726,5.4
1557,21,26.8,70,20.8,1011.6,9.4,109.6,0.0,102,1.0999999999999979,7,0.5,0.7000000000000455,7.5
1558,22,26.6,69,20.4,1012.1,4.4,-3.47,0.0,96,0.40000000000000213,2,0.6999999999999993,0.5,2.9000000000000004
1559,23,26.3,75,21.6,1012.6,6.7,-3.44,0.0,106,0.5,7,1.3000000000000007,0.5,4.1
1560,0,26.2,77,21.7,1013.3,5.9,-3.54,0.0,101,0.3999999999999986,2,0.40000000000000213,0.6999999999999318,4.0
1561,1,26.2,78,22.1,1013.7,5.5,-3.52,0.0,114,0.1999999999999993,1,0.40000000000000213,0.40000000000009095,3.1
1562,2,26.4,76,21.9,1013.8,6.9,-2.7,0.0,114,0.1999999999999993,2,0.20000000000000284,0.1999999999999318,4.2
1563,3,26.3,74,21.3,1013.7,6.9,-3.41,0.0,127,0.1999999999999993,2,0.5999999999999979,0.09999999999990905,4.300000000000001
1564,4,26.1,71,20.4,1013.3,6.3,-3.54,0.0,128,0.3999999999999986,3,0.9000000000000021,0.40000000000009095,3.6999999999999997
1565,5,25.4,73,20.3,1013.1,5.8,-3.54,0.0,162,0.7000000000000028,3,0.1999999999999993,0.1999999999999318,4.4
1566,6,24.9,76,20.3,1013.3,5.0,-3.54,0.0,165,0.5,3,0.3000000000000007,0.1999999999999318,3.4
1567,7,23.9,80,20.3,1013.3,3.8,-3.54,0.0,195,1.0,5,0.3000000000000007,0.09999999999990905,2.1999999999999997
1568,8,23.4,77,19.1,1013.6,4.7,-3.54,0.0,165,0.5999999999999979,4,1.1999999999999993,0.40000000000009095,2.6
1569,9,23.2,77,18.9,1013.5,6.6,2.37,0.0,160,0.29999999999999716,1,0.20000000000000284,0.20000000000004547,4.6
1570,10,24.2,72,18.8,1014.0,6.1,292.5,0.0,152,1.0,5,0.1999999999999993,0.5,3.1999999999999997
1571,11,26.2,65,19.2,1014.3,8.7,1006.0,0.0,150,2.0,8,0.6000000000000014,0.39999999999997726,5.6
1572,12,27.9,58,18.8,1014.5,10.4,1603.0,0.0,146,1.8000000000000007,7,0.8000000000000007,0.2999999999999545,6.2
1573,13,29.2,52,18.3,1014.4,11.3,1871.0,0.0,130,1.9000000000000021,9,1.6000000000000014,0.20000000000004547,6.000000000000001
1574,14,29.7,55,19.6,1014.1,12.1,2247.0,0.0,145,1.6999999999999993,7,1.9000000000000021,0.39999999999997726,8.5
1575,15,30.2,54,19.9,1013.3,10.4,1981.0,0.0,116,1.6999999999999993,7,1.6999999999999993,0.8000000000000682,6.0
1576,16,29.8,58,20.6,1012.6,11.1,2541.0,0.0,105,0.8999999999999986,5,1.5,0.6999999999999318,5.699999999999999
1577,17,29.5,56,19.9,1012.1,12.0,2275.0,0.0,115,1.1000000000000014,5,1.5,0.5,7.1
1578,18,28.8,56,19.2,1012.2,11.7,1544.0,0.0,106,2.3999999999999986,9,2.099999999999998,0.2999999999999545,6.999999999999999
1579,19,28.3,62,20.2,1012.1,10.6,1120.0,0.0,98,2.0,12,1.5999999999999979,0.1999999999999318,5.5
1580,20,27.4,68,21.0,1012.5,10.6,792.6,0.0,103,0.9000000000000021,6,0.9000000000000021,0.39999999999997726,6.8
1581,21,26.5,73,21.2,1013.1,11.5,122.4,0.0,108,1.0,5,0.8000000000000007,0.6000000000000227,7.1
1582,22,26.4,73,21.1,1013.3,11.5,-3.22,0.0,101,0.3000000000000007,2,0.5,0.2999999999999545,7.2
1583,23,26.2,72,20.7,1013.9,12.6,-3.35,0.0,109,0.1999999999999993,2,0.6999999999999993,0.6999999999999318,8.2
1584,0,26.3,72,20.8,1014.3,11.0,-3.54,0.0,119,0.1999999999999993,1,0.1999999999999993,0.39999999999997726,8.1
1585,1,26.4,72,20.9,1014.6,9.3,-3.54,0.0,110,0.3000000000000007,1,0.1999999999999993,0.3000000000000682,5.4
1586,2,26.2,72,20.7,1015.0,9.2,-3.54,0.0,126,0.3999999999999986,2,0.1999999999999993,0.39999999999997726,6.299999999999999
1587,3,26.1,71,20.4,1015.1,8.1,-3.52,0.0,122,0.3999999999999986,1,0.40000000000000213,0.2999999999999545,4.699999999999999
1588,4,25.8,70,19.9,1015.0,10.1,-2.7,0.0,125,0.3999999999999986,4,1.0,0.10000000000002274,7.0
1589,5,26.0,66,19.0,1014.4,8.2,-2.8,0.0,140,0.3000000000000007,5,1.0,0.6000000000000227,4.699999999999999
1590,6,25.9,63,18.2,1014.0,8.2,-3.43,0.0,128,0.8000000000000007,4,0.8000000000000007,0.39999999999997726,5.3999999999999995
1591,7,25.6,68,19.2,1014.5,10.2,-3.01,0.0,125,0.3999999999999986,5,1.0,0.5,6.299999999999999
1592,8,24.1,70,18.2,1015.0,10.3,-2.44,0.0,137,1.6000000000000014,6,1.4000000000000021,0.5,7.1000000000000005
1593,9,22.6,82,19.4,1015.3,7.9,-1.52,0.0,117,1.5,12,1.1999999999999993,0.5,5.7
1594,10,22.5,80,18.8,1016.0,8.2,85.54,0.0,128,0.8000000000000007,7,1.0999999999999979,0.7000000000000455,5.199999999999999
1595,11,22.0,89,20.1,1016.4,6.4,346.7,0.4,138,0.8000000000000007,9,1.3999999999999986,0.39999999999997726,4.300000000000001
1596,12,23.0,90,21.3,1016.3,4.6,621.9,2.8,130,1.3000000000000007,2,1.6000000000000014,0.5,3.1999999999999997
1597,13,25.7,74,20.8,1016.3,5.5,1120.0,0.0,146,2.8000000000000007,17,1.3000000000000007,0.2999999999999545,3.3
1598,14,26.1,70,20.2,1015.9,9.8,1248.0,0.0,132,1.9000000000000021,9,1.3999999999999986,0.5,6.4
1599,15,25.1,83,22.1,1015.3,11.3,1576.0,0.6,152,2.6999999999999993,20,2.5,0.6000000000000227,7.9
1600,16,27.5,62,19.6,1014.1,9.6,2169.0,0.0,137,3.099999999999998,22,2.799999999999997,1.2999999999999545,5.5
1601,17,23.3,85,20.6,1014.3,15.4,1314.0,0.2,120,5.100000000000001,23,1.0999999999999979,0.7000000000000455,11.2
1602,18,26.0,69,20.0,1013.6,9.0,897.1,0.0,138,2.6999999999999993,17,1.3999999999999986,0.7999999999999545,5.8
1603,19,23.8,82,20.6,1013.8,10.9,602.2,0.2,106,2.8999999999999986,20,1.8999999999999986,0.39999999999997726,8.7
1604,20,24.9,77,20.6,1013.8,5.2,265.2,0.0,139,1.0999999999999979,5,0.3000000000000007,0.39999999999997726,3.5
1605,21,24.8,77,20.5,1013.9,6.3,85.25,0.0,136,0.5,3,0.40000000000000213,0.1999999999999318,4.8
1606,22,24.2,79,20.2,1014.4,4.9,-2.8,0.0,180,0.6000000000000014,4,0.6000000000000014,0.5,3.2
1607,23,23.1,89,21.1,1014.7,4.9,-3.33,0.6,192,1.3000000000000007,10,0.9000000000000021,0.5,3.4000000000000004
1608,0,23.1,89,21.2,1015.3,2.6,-2.06,0.0,173,0.20000000000000284,0,0.1999999999999993,0.599999999999909,1.9000000000000001
1609,1,22.8,90,21.1,1015.4,2.0,-2.67,0.0,175,0.40000000000000213,1,0.3000000000000007,0.10000000000002274,1.8
1610,2,22.5,91,20.9,1015.5,1.4,-2.73,0.0,161,0.3000000000000007,1,0.20000000000000284,0.20000000000004547,1.0999999999999999
1611,3,22.5,91,21.0,1015.1,1.6,-1.92,0.0,165,0.3000000000000007,0,0.3000000000000007,0.39999999999997726,1.3
1612,4,22.6,91,21.0,1014.5,1.9,-1.36,0.0,164,0.3000000000000007,0,0.20000000000000284,0.6000000000000227,1.5
1613,5,22.9,85,20.3,1014.2,4.2,-3.19,0.0,140,0.6000000000000014,6,0.6999999999999993,0.2999999999999545,2.9000000000000004
1614,6,22.7,84,19.9,1014.4,3.9,-3.49,0.0,153,0.40000000000000213,2,0.40000000000000213,0.2999999999999545,2.9
1615,7,22.5,80,19.0,1014.6,4.4,-3.53,0.0,152,0.3999999999999986,6,1.0,0.3000000000000682,3.0000000000000004
1616,8,22.1,83,19.1,1015.0,4.4,-2.62,0.0,169,0.3999999999999986,3,0.3000000000000007,0.39999999999997726,2.4000000000000004
1617,9,22.2,84,19.3,1015.1,4.5,2.356,0.0,164,0.29999999999999716,2,0.29999999999999716,0.20000000000004547,2.6
1618,10,23.4,76,19.0,1015.6,4.6,238.6,0.0,164,1.3000000000000007,8,0.5,0.5,2.3
1619,11,25.6,66,18.7,1015.7,6.6,983.5,0.0,165,2.3999999999999986,12,1.0,0.20000000000004547,3.6999999999999997
1620,12,27.2,61,19.2,1015.8,8.2,1485.0,0.0,160,1.6999999999999993,7,0.8000000000000007,0.1999999999999318,4.8999999999999995
1621,13,27.7,57,18.4,1015.7,9.3,1561.0,0.0,142,1.2999999999999972,6,1.3000000000000007,0.1999999999999318,5.000000000000001
1622,14,27.2,61,18.9,1015.5,10.6,878.0,0.0,127,0.8999999999999986,4,0.5999999999999979,0.20000000000004547,6.6
1623,15,29.0,56,19.5,1014.8,8.9,1422.0,0.0,148,2.200000000000003,7,1.0,0.7999999999999545,5.7
1624,16,30.0,47,17.5,1013.8,11.3,2089.0,0.0,130,1.2000000000000028,11,2.8000000000000007,1.0,6.500000000000001
1625,17,29.9,53,19.3,1012.9,10.9,2209.0,0.0,106,1.0,10,2.6999999999999993,0.8999999999999773,6.0
1626,18,29.7,50,18.2,1012.2,9.6,1910.0,0.0,105,1.0,6,2.0,0.6999999999999318,5.1
1627,19,28.5,60,20.0,1012.4,10.0,1424.0,0.0,101,1.3999999999999986,11,1.9000000000000021,0.1999999999999318,5.6
1628,20,27.3,66,20.3,1012.5,9.4,801.3,0.0,106,1.1999999999999993,6,0.5999999999999979,0.20000000000004547,5.300000000000001
1629,21,26.1,75,21.2,1012.9,8.0,129.4,0.0,102,1.3000000000000007,9,0.8000000000000007,0.39999999999997726,5.5
1630,22,26.0,77,21.6,1013.2,7.2,-3.54,0.0,103,0.20000000000000284,2,0.5,0.3000000000000682,4.6
1631,23,25.6,78,21.4,1013.8,5.7,-3.54,0.0,111,0.5,2,0.20000000000000284,0.599999999999909,4.0
1632,0,25.3,79,21.4,1014.4,4.0,-3.54,0.0,118,0.3999999999999986,1,0.1999999999999993,0.6000000000000227,2.9
1633,1,25.8,79,21.8,1014.9,6.0,-3.52,0.0,111,0.6000000000000014,1,0.40000000000000213,0.5,3.6
1634,2,26.1,77,21.7,1014.8,7.4,-2.71,0.0,115,0.5,3,0.1999999999999993,0.10000000000002274,4.1000000000000005
1635,3,25.7,76,21.2,1014.4,9.5,-3.25,0.0,129,0.5,3,0.6999999999999993,0.39999999999997726,6.5
1636,4,25.0,75,20.3,1013.8,9.7,-3.53,0.0,150,0.6999999999999993,3,1.0,0.6000000000000227,7.199999999999999
1637,5,23.8,75,19.1,1013.6,5.5,-3.54,0.0,155,1.1999999999999993,3,1.1999999999999993,0.1999999999999318,3.6
1638,6,23.3,77,18.9,1013.1,5.9,-3.52,0.0,169,0.5999999999999979,3,0.3000000000000007,0.5,3.5000000000000004
1639,7,22.7,76,18.2,1013.3,6.8,-3.53,0.0,168,0.6000000000000014,2,0.6999999999999993,0.1999999999999318,4.0
1640,8,22.5,74,17.6,1013.9,6.3,-3.54,0.0,170,0.5,2,0.5999999999999979,0.6000000000000227,3.4
1641,9,22.5,73,17.5,1014.2,7.0,1.745,0.0,168,0.20000000000000284,1,0.1999999999999993,0.40000000000009095,4.1
1642,10,23.9,68,17.6,1014.6,7.7,288.0,0.0,165,1.3999999999999986,5,0.1999999999999993,0.39999999999997726,4.0
1643,11,25.5,63,18.0,1015.1,10.2,1012.0,0.0,162,1.6000000000000014,6,0.6000000000000014,0.5,5.8999999999999995
1644,12,27.2,54,17.1,1015.3,10.1,1609.0,0.0,166,2.0,9,1.2999999999999972,0.2999999999999545,5.8999999999999995
1645,13,28.9,48,16.9,1015.0,9.8,1827.0,0.0,151,2.099999999999998,8,1.4000000000000021,0.39999999999997726,6.4
1646,14,30.4,43,16.4,1014.4,9.6,2383.0,0.0,169,1.7000000000000028,8,1.5999999999999979,0.6000000000000227,5.8999999999999995
1647,15,31.4,41,16.4,1013.4,9.9,2535.0,0.0,140,1.0999999999999979,6,1.9000000000000004,1.1000000000000227,6.6000000000000005
1648,16,30.8,49,18.9,1012.4,9.0,2483.0,0.0,97,1.3000000000000007,14,4.199999999999999,1.0,5.0
1649,17,30.1,50,18.6,1011.5,8.1,2252.0,0.0,95,1.1000000000000014,5,1.2999999999999972,0.8999999999999773,4.0
1650,18,29.4,52,18.6,1011.3,8.5,1913.0,0.0,97,1.2000000000000028,5,1.1999999999999993,0.20000000000004547,4.4
1651,19,28.6,54,18.5,1011.3,8.8,1451.0,0.0,94,0.8999999999999986,4,1.0,0.09999999999990905,4.6000000000000005
1652,20,27.5,57,18.1,1011.6,9.4,849.2,0.0,100,1.1000000000000014,4,0.7000000000000028,0.3000000000000682,5.300000000000001
1653,21,26.1,70,20.1,1012.5,7.3,149.4,0.0,100,1.3999999999999986,13,1.9000000000000021,0.8999999999999773,4.9
1654,22,25.8,75,21.1,1013.2,5.5,-3.54,0.0,104,0.40000000000000213,5,1.0,0.7000000000000455,3.5
1655,23,25.5,75,20.7,1014.0,5.1,-3.54,0.0,112,0.5,2,0.5999999999999979,0.7999999999999545,3.5999999999999996
1656,0,25.6,77,21.2,1014.5,4.9,-3.54,0.0,107,0.3999999999999986,2,0.5999999999999979,0.5,3.0000000000000004
1657,1,25.7,75,21.0,1014.7,5.3,-3.54,0.0,116,0.1999999999999993,2,0.3000000000000007,0.20000000000004547,2.6999999999999997
1658,2,25.6,71,19.9,1014.4,5.9,-3.54,0.0,125,0.1999999999999993,6,1.2000000000000028,0.3000000000000682,4.0
1659,3,25.5,68,19.2,1014.2,7.4,-3.54,0.0,129,0.5,3,0.6999999999999993,0.2999999999999545,4.6000000000000005
1660,4,25.2,67,18.7,1013.6,7.4,-3.54,0.0,134,0.3999999999999986,3,0.6000000000000014,0.6000000000000227,4.5
1661,5,24.3,67,17.9,1013.1,6.6,-3.54,0.0,147,0.8999999999999986,1,0.8000000000000007,0.5,4.6
1662,6,24.0,68,17.7,1013.0,5.4,-3.36,0.0,159,0.6000000000000014,4,0.40000000000000213,0.20000000000004547,3.2
1663,7,23.4,68,17.2,1013.0,6.2,-3.53,0.0,156,0.6000000000000014,1,0.5999999999999979,0.10000000000002274,3.5
1664,8,22.8,71,17.2,1013.5,6.0,-3.54,0.0,158,0.5999999999999979,3,0.1999999999999993,0.5,3.6
1665,9,22.3,73,17.2,1013.7,6.2,0.688,0.0,158,0.5,2,0.09999999999999787,0.20000000000004547,4.0
1666,10,23.9,69,17.7,1014.3,5.6,282.6,0.0,164,1.6999999999999993,6,0.6999999999999993,0.599999999999909,2.9999999999999996
1667,11,26.0,60,17.6,1014.8,8.4,1016.0,0.0,167,2.1000000000000014,9,0.8000000000000007,0.5,5.6000000000000005
1668,12,27.4,54,17.2,1015.1,9.9,1623.0,0.0,160,1.6999999999999993,9,1.6999999999999993,0.3000000000000682,5.800000000000001
1669,13,28.9,43,15.1,1014.9,11.1,1885.0,0.0,148,1.7000000000000028,11,2.200000000000001,0.20000000000004547,7.5
1670,14,30.3,41,15.6,1014.4,8.7,2372.0,0.0,147,1.8000000000000007,6,1.5999999999999996,0.5,5.3999999999999995
1671,15,30.8,42,16.6,1013.5,9.9,2561.0,0.0,106,2.1999999999999993,6,2.3999999999999986,0.8999999999999773,6.5
1672,16,30.6,42,16.3,1012.4,9.0,2444.0,0.0,101,1.2000000000000028,5,1.6999999999999993,1.1000000000000227,4.9
1673,17,29.6,47,17.2,1011.7,9.1,2250.0,0.0,96,1.3999999999999986,7,1.5999999999999979,0.7999999999999545,4.699999999999999
1674,18,29.0,49,17.3,1011.5,9.9,1914.0,0.0,99,1.0,4,1.0999999999999979,0.20000000000004547,5.1000000000000005
1675,19,28.4,54,18.3,1011.7,9.5,1445.0,0.0,96,0.6999999999999993,6,1.5999999999999979,0.20000000000004547,5.2
1676,20,26.9,65,19.8,1012.0,9.1,831.7,0.0,104,1.7000000000000028,11,1.3000000000000007,0.2999999999999545,5.0
1677,21,26.2,69,20.0,1012.7,8.5,141.6,0.0,105,0.8999999999999986,4,0.3000000000000007,0.7000000000000455,4.8
1678,22,25.9,69,19.8,1013.3,7.3,-3.54,0.0,109,0.3000000000000007,2,0.5,0.599999999999909,4.6
1679,23,25.6,70,19.7,1013.9,5.9,-3.54,0.0,127,0.29999999999999716,1,0.29999999999999716,0.6000000000000227,4.0
1680,0,25.4,71,19.7,1014.7,5.5,-3.54,0.0,142,0.3000000000000007,1,0.29999999999999716,0.7000000000000455,4.0
1681,1,23.9,79,20.0,1014.9,4.1,-3.54,0.0,175,1.6000000000000014,9,0.3999999999999986,0.2999999999999545,3.0999999999999996
1682,2,25.2,67,18.7,1014.8,5.4,-3.54,0.0,141,1.5,13,1.5,0.20000000000004547,3.1000000000000005
1683,3,24.7,68,18.3,1014.6,5.4,-3.54,0.0,152,0.8999999999999986,4,0.5999999999999979,0.2999999999999545,3.9000000000000004
1684,4,24.1,70,18.2,1013.8,5.6,-3.54,0.0,156,0.8000000000000007,3,0.1999999999999993,0.8000000000000682,3.9999999999999996
1685,5,23.0,73,18.0,1013.3,3.7,-3.54,0.0,159,1.1000000000000014,4,0.3000000000000007,0.5,1.9000000000000001
1686,6,22.7,74,17.9,1013.1,3.8,-3.54,0.0,172,0.3999999999999986,2,0.20000000000000284,0.2999999999999545,2.0999999999999996
1687,7,22.6,70,16.9,1013.3,5.3,-3.54,0.0,172,0.3000000000000007,4,1.0,0.1999999999999318,2.5999999999999996
1688,8,22.3,70,16.7,1013.8,6.1,-3.54,0.0,171,0.40000000000000213,2,0.5,0.5,2.8999999999999995
1689,9,22.4,68,16.1,1014.2,6.7,1.569,0.0,173,0.1999999999999993,3,0.6999999999999993,0.40000000000009095,3.6
1690,10,23.5,64,16.4,1014.8,6.5,291.7,0.0,176,1.1999999999999993,4,0.5,0.599999999999909,4.2
1691,11,25.7,58,16.8,1015.5,9.1,1016.0,0.0,172,2.1999999999999993,6,0.8999999999999986,0.7000000000000455,5.6
1692,12,26.9,58,17.9,1015.6,9.8,1599.0,0.0,149,1.5,3,1.6999999999999993,0.2999999999999545,6.000000000000001
1693,13,28.8,50,17.5,1015.1,10.1,1913.0,0.0,154,2.099999999999998,9,1.2000000000000028,0.6000000000000227,5.8
1694,14,30.2,42,15.9,1014.4,10.8,2418.0,0.0,128,2.0,11,2.3000000000000007,0.8000000000000682,6.1000000000000005
1695,15,30.5,41,15.7,1013.7,12.5,2600.0,0.0,115,1.1000000000000014,7,2.3000000000000007,0.7999999999999545,6.9
1696,16,29.9,44,16.1,1013.0,12.1,2540.0,0.0,105,1.1999999999999993,9,2.8000000000000007,0.7000000000000455,6.1
1697,17,29.4,50,17.9,1012.4,12.4,2279.0,0.0,104,1.0,9,2.5000000000000018,0.6000000000000227,7.0
1698,18,29.3,54,18.9,1011.9,11.5,1917.0,0.0,91,0.9000000000000021,6,1.2000000000000028,0.6000000000000227,6.2
1699,19,28.3,57,18.9,1012.0,10.4,1444.0,0.0,98,1.0,6,1.5,0.20000000000004547,5.4
1700,20,27.4,64,20.0,1012.5,10.1,826.1,0.0,95,1.0,7,1.1000000000000014,0.5,5.699999999999999
1701,21,26.3,72,20.9,1013.1,8.6,136.6,0.0,101,1.1999999999999993,8,0.8999999999999986,0.6000000000000227,5.3999999999999995
1702,22,25.9,74,20.9,1013.6,6.5,-3.54,0.0,107,0.5,4,0.40000000000000213,0.5,4.1
1703,23,25.6,74,20.6,1014.4,5.5,-3.54,0.0,119,0.3999999999999986,2,0.29999999999999716,0.7999999999999545,4.0
1704,0,25.3,77,20.9,1014.8,3.7,-3.54,0.0,126,0.3999999999999986,3,0.3999999999999986,0.39999999999997726,2.6
1705,1,25.6,78,21.4,1015.1,4.4,-3.54,0.0,112,0.3000000000000007,1,0.5,0.3000000000000682,2.6000000000000005
1706,2,25.8,79,21.9,1014.9,5.6,-3.46,0.0,112,0.40000000000000213,2,0.6999999999999993,0.20000000000004547,2.9999999999999996
1707,3,25.9,78,21.7,1014.4,7.0,-3.18,0.0,116,0.1999999999999993,2,0.1999999999999993,0.5,4.3
1708,4,25.7,78,21.6,1013.8,6.4,-2.38,0.0,119,0.1999999999999993,0,0.09999999999999787,0.6000000000000227,4.4
1709,5,25.5,78,21.4,1013.4,7.4,-3.46,0.0,136,0.1999999999999993,2,0.40000000000000213,0.39999999999997726,5.5
1710,6,25.0,78,21.0,1013.2,5.2,-3.37,0.0,145,0.5,1,0.6000000000000014,0.1999999999999318,3.1
1711,7,24.3,82,20.9,1013.2,4.9,-3.54,0.0,162,0.6999999999999993,4,0.20000000000000284,0.1999999999999318,3.1000000000000005
1712,8,24.0,81,20.6,1013.6,5.6,-3.54,0.0,158,0.40000000000000213,2,0.3999999999999986,0.39999999999997726,3.3999999999999995
1713,9,23.5,82,20.3,1014.0,5.6,2.447,0.0,163,0.6000000000000014,2,0.40000000000000213,0.5,3.4999999999999996
1714,10,24.9,77,20.5,1014.7,5.1,279.2,0.0,161,1.5,6,0.3000000000000007,0.7000000000000455,2.3999999999999995
1715,11,26.6,65,19.5,1015.1,8.2,995.5,0.0,152,1.8000000000000007,12,1.1999999999999993,0.5,4.699999999999999
1716,12,28.4,52,17.5,1015.2,9.1,1601.0,0.0,145,2.5,15,2.1999999999999993,0.1999999999999318,6.199999999999999
1717,13,29.4,48,17.4,1015.2,9.7,1911.0,0.0,147,1.5999999999999979,6,1.5,0.1999999999999318,6.1
1718,14,30.5,45,17.1,1014.5,8.6,2408.0,0.0,127,1.3000000000000007,6,1.5,0.8000000000000682,5.199999999999999
1719,15,31.0,46,18.0,1013.3,9.5,2562.0,0.0,111,1.1000000000000014,5,1.8000000000000007,1.1999999999999318,6.0
1720,16,31.2,46,18.2,1012.3,8.6,2511.0,0.0,96,1.1999999999999993,4,1.3999999999999986,1.0,4.8999999999999995
1721,17,30.6,51,19.2,1011.3,7.9,2272.0,0.0,93,1.0,5,1.3000000000000007,1.099999999999909,4.2
1722,18,29.9,52,18.8,1010.9,7.9,1909.0,0.0,94,1.1999999999999993,4,1.1000000000000014,0.39999999999997726,4.4
1723,19,28.8,56,19.3,1010.7,7.8,1435.0,0.0,88,1.5,7,1.3000000000000007,0.2999999999999545,3.9
1724,20,27.5,66,20.7,1010.9,8.6,817.6,0.0,101,1.5,9,1.3000000000000007,0.2999999999999545,5.1
1725,21,26.3,75,21.5,1011.4,7.8,133.6,0.0,108,1.3000000000000007,9,0.8000000000000007,0.6000000000000227,4.9
1726,22,25.9,79,21.9,1011.9,5.9,-3.54,0.0,105,0.5,4,0.3999999999999986,0.5,4.1000000000000005
1727,23,25.8,80,22.1,1012.5,4.9,-3.54,0.0,105,0.3000000000000007,2,0.3000000000000007,0.6000000000000227,3.1000000000000005
1728,0,25.6,82,22.2,1013.0,3.8,-3.54,0.0,110,0.29999999999999716,2,0.3000000000000007,0.5,2.4
1729,1,25.6,80,21.9,1013.1,4.1,-3.54,0.0,116,0.1999999999999993,2,0.5,0.10000000000002274,2.9999999999999996
1730,2,25.5,78,21.3,1012.9,4.9,-3.54,0.0,125,0.40000000000000213,2,0.5999999999999979,0.20000000000004547,3.3000000000000003
1731,3,25.4,77,21.1,1012.5,5.2,-3.29,0.0,125,0.3000000000000007,2,0.1999999999999993,0.39999999999997726,3.9000000000000004
1732,4,25.4,75,20.6,1012.1,5.4,-3.51,0.0,122,0.3000000000000007,3,0.5999999999999979,0.39999999999997726,3.2
1733,5,25.1,75,20.3,1011.5,6.2,-3.54,0.0,130,0.5,1,0.3999999999999986,0.7000000000000455,3.9000000000000004
1734,6,24.8,76,20.2,1011.2,6.2,-3.52,0.0,152,0.5,3,0.1999999999999993,0.2999999999999545,4.800000000000001
1735,7,24.3,78,20.2,1011.3,4.7,-3.22,0.0,157,0.6999999999999993,2,0.29999999999999716,0.1999999999999318,2.9000000000000004
1736,8,23.5,80,20.0,1011.4,4.4,-3.54,0.0,165,0.8000000000000007,2,0.1999999999999993,0.1999999999999318,2.3000000000000003
1737,9,23.3,80,19.7,1011.8,5.3,1.6480000000000001,0.0,156,0.3000000000000007,1,0.3999999999999986,0.5,3.1999999999999997
1738,10,24.3,72,18.9,1012.4,6.4,277.6,0.0,157,1.0,9,0.8000000000000007,0.6999999999999318,3.6000000000000005
1739,11,26.1,65,19.1,1013.2,9.1,981.1,0.0,145,1.8000000000000007,7,0.5,0.7000000000000455,5.8999999999999995
1740,12,27.9,58,18.9,1013.3,9.1,1598.0,0.0,150,2.0,9,0.8999999999999986,0.09999999999990905,5.699999999999999
1741,13,29.2,53,18.7,1013.1,9.6,1636.0,0.0,149,2.3000000000000007,7,0.6999999999999993,0.2999999999999545,5.699999999999999
1742,14,30.7,47,17.9,1012.2,9.4,2362.0,0.0,119,1.9000000000000021,7,1.5,0.8999999999999773,5.6000000000000005
1743,15,30.1,50,18.5,1011.1,9.6,2630.0,0.0,107,1.6000000000000014,5,1.5,1.1000000000000227,4.699999999999999
1744,16,30.1,54,19.8,1010.3,10.1,2512.0,0.0,113,1.0999999999999979,6,2.099999999999998,0.8000000000000682,6.1
1745,17,29.8,55,19.9,1009.6,9.1,2271.0,0.0,102,1.0999999999999979,4,1.3000000000000007,0.6999999999999318,4.8
1746,18,29.7,58,20.5,1009.2,9.8,1895.0,0.0,97,0.8999999999999986,4,1.1000000000000014,0.39999999999997726,6.300000000000001
1747,19,28.4,63,20.7,1009.4,10.2,1407.0,0.0,99,1.5,6,0.8999999999999986,0.1999999999999318,5.699999999999999
1748,20,27.4,68,20.9,1009.6,9.2,793.6,0.0,97,1.1000000000000014,6,1.0,0.20000000000004547,5.3999999999999995
1749,21,26.3,75,21.5,1010.2,8.0,126.0,0.0,99,1.1999999999999993,7,0.6000000000000014,0.6000000000000227,5.4
1750,22,26.2,75,21.3,1011.0,5.8,-3.54,0.0,104,0.29999999999999716,2,0.3000000000000007,0.7999999999999545,3.1999999999999997
1751,23,26.3,76,21.6,1011.8,6.3,-3.42,0.0,108,0.3999999999999986,2,0.3999999999999986,0.7999999999999545,3.8
1752,0,26.5,76,21.8,1012.6,6.9,-2.45,0.0,104,0.1999999999999993,1,0.1999999999999993,0.8000000000000682,4.4
1753,1,26.6,75,21.9,1012.9,7.9,-1.96,0.0,110,0.10000000000000142,2,0.29999999999999716,0.39999999999997726,4.800000000000001
1754,2,26.5,74,21.5,1012.6,9.1,-1.87,0.0,112,0.10000000000000142,3,0.5,0.2999999999999545,5.199999999999999
1755,3,25.7,75,20.9,1012.4,9.6,-3.36,0.0,123,0.8000000000000007,3,0.9000000000000021,0.3000000000000682,7.1
